Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-2652786-brda.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-2652786-brda.txt -quit (default strategy 1)
At line 1 NAME          neos-2652786-brda
At line 2 ROWS
At line 346 COLUMNS
At line 2071 RHS
At line 2144 BOUNDS
At line 2658 ENDATA
Problem neos-2652786-brda has 342 rows, 524 columns and 1690 elements
Coin0008I neos-2652786-brda read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.028325 seconds
Cgl0004I processed model has 256 rows, 436 columns (436 integer (199 of which binary)) and 1474 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.107%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 90 integers unsatisfied sum - 13.4999
Cbc0038I Pass   1: suminf.   11.78677 (51) obj. 34.5156 iterations 69
Cbc0038I Pass   2: suminf.    9.27315 (36) obj. 29.7689 iterations 73
Cbc0038I Solution found of 29.7689
Cbc0038I Branch and bound needed to clear up 36 general integers
Cbc0038I Mini branch and bound could not fix general integers
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 318 integers at bound fixed and 0 continuous
Cbc0038I Full problem 256 rows 436 columns, reduced to 55 rows 51 columns
Cbc0038I Mini branch and bound improved solution from 1e+50 to 18.7873 (1.24 seconds)
Cbc0038I Round again with cutoff of 16.9085
Cbc0038I Pass   3: suminf.   11.40381 (48) obj. 16.9085 iterations 17
Cbc0038I Pass   4: suminf.    8.41999 (40) obj. 16.9085 iterations 41
Cbc0038I Solution found of 16.9085
Cbc0038I Branch and bound needed to clear up 40 general integers
Cbc0038I Full problem 257 rows 436 columns, reduced to 79 rows 87 columns
Cbc0038I Mini branch and bound could not fix general integers
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 322 integers at bound fixed and 0 continuous
Cbc0038I Full problem 256 rows 436 columns, reduced to 54 rows 53 columns
Cbc0038I Mini branch and bound did not improve solution (2.04 seconds)
Cbc0038I After 2.04 seconds - Feasibility pump exiting with objective of 18.7873 - took 4.96 seconds
Cbc0012I Integer solution of 18.787275 found by feasibility pump after 0 iterations and 0 nodes (2.04 seconds)
Cbc0038I Full problem 256 rows 436 columns, reduced to 45 rows 36 columns
Cbc0031I 17 added rows had average density of 42.117647
Cbc0013I At root node, 17 cuts changed objective from 0 to 0 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 9 row cuts average 17.6 elements, 0 column cuts (0 active)  in 0.182 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 72 row cuts average 145.3 elements, 0 column cuts (0 active)  in 0.130 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.034 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.049 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.015 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 31 row cuts average 20.8 elements, 0 column cuts (0 active)  in 0.021 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.025 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 146 row cuts average 127.6 elements, 0 column cuts (0 active)  in 0.183 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 18.787275 best solution, best possible 0 (4.81 seconds)
Cbc0010I After 3451054 nodes, 48033 on tree, 6.6320296 best solution, best possible 0 (9178.28 seconds)
Cbc0010I After 3451345 nodes, 48027 on tree, 6.6320296 best solution, best possible 0 (9178.98 seconds)
Cbc0010I After 3451713 nodes, 48001 on tree, 6.6320296 best solution, best possible 0 (9179.69 seconds)
Cbc0010I After 3452061 nodes, 48008 on tree, 6.6320296 best solution, best possible 0 (9180.39 seconds)
Cbc0010I After 3452398 nodes, 47984 on tree, 6.6320296 best solution, best possible 0 (9181.09 seconds)
Cbc0010I After 3452882 nodes, 48013 on tree, 6.6320296 best solution, best possible 0 (9181.80 seconds)
Cbc0010I After 3453066 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9182.50 seconds)
Cbc0010I After 3453166 nodes, 48062 on tree, 6.6320296 best solution, best possible 0 (9183.21 seconds)
Cbc0010I After 3453262 nodes, 48085 on tree, 6.6320296 best solution, best possible 0 (9183.92 seconds)
Cbc0010I After 3453387 nodes, 48115 on tree, 6.6320296 best solution, best possible 0 (9184.62 seconds)
Cbc0010I After 3453513 nodes, 48168 on tree, 6.6320296 best solution, best possible 0 (9185.33 seconds)
Cbc0010I After 3453657 nodes, 48225 on tree, 6.6320296 best solution, best possible 0 (9186.04 seconds)
Cbc0010I After 3453784 nodes, 48256 on tree, 6.6320296 best solution, best possible 0 (9186.74 seconds)
Cbc0010I After 3453923 nodes, 48288 on tree, 6.6320296 best solution, best possible 0 (9187.45 seconds)
Cbc0010I After 3454185 nodes, 48298 on tree, 6.6320296 best solution, best possible 0 (9188.15 seconds)
Cbc0010I After 3454617 nodes, 48260 on tree, 6.6320296 best solution, best possible 0 (9188.86 seconds)
Cbc0010I After 3454998 nodes, 48231 on tree, 6.6320296 best solution, best possible 0 (9189.56 seconds)
Cbc0010I After 3455280 nodes, 48221 on tree, 6.6320296 best solution, best possible 0 (9190.27 seconds)
Cbc0010I After 3455454 nodes, 48221 on tree, 6.6320296 best solution, best possible 0 (9190.98 seconds)
Cbc0010I After 3455851 nodes, 48206 on tree, 6.6320296 best solution, best possible 0 (9191.69 seconds)
Cbc0010I After 3456214 nodes, 48206 on tree, 6.6320296 best solution, best possible 0 (9192.39 seconds)
Cbc0010I After 3456636 nodes, 48206 on tree, 6.6320296 best solution, best possible 0 (9193.09 seconds)
Cbc0010I After 3456957 nodes, 48202 on tree, 6.6320296 best solution, best possible 0 (9193.80 seconds)
Cbc0010I After 3457300 nodes, 48198 on tree, 6.6320296 best solution, best possible 0 (9194.51 seconds)
Cbc0010I After 3457646 nodes, 48176 on tree, 6.6320296 best solution, best possible 0 (9195.21 seconds)
Cbc0010I After 3458065 nodes, 48164 on tree, 6.6320296 best solution, best possible 0 (9195.91 seconds)
Cbc0010I After 3458535 nodes, 48132 on tree, 6.6320296 best solution, best possible 0 (9196.62 seconds)
Cbc0010I After 3458835 nodes, 48121 on tree, 6.6320296 best solution, best possible 0 (9197.33 seconds)
Cbc0010I After 3459149 nodes, 48106 on tree, 6.6320296 best solution, best possible 0 (9198.03 seconds)
Cbc0010I After 3459456 nodes, 48093 on tree, 6.6320296 best solution, best possible 0 (9198.73 seconds)
Cbc0010I After 3459721 nodes, 48080 on tree, 6.6320296 best solution, best possible 0 (9199.44 seconds)
Cbc0010I After 3460227 nodes, 48078 on tree, 6.6320296 best solution, best possible 0 (9200.14 seconds)
Cbc0010I After 3460621 nodes, 48011 on tree, 6.6320296 best solution, best possible 0 (9200.85 seconds)
Cbc0010I After 3460920 nodes, 48003 on tree, 6.6320296 best solution, best possible 0 (9201.55 seconds)
Cbc0010I After 3461085 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9202.26 seconds)
Cbc0010I After 3461195 nodes, 48081 on tree, 6.6320296 best solution, best possible 0 (9202.97 seconds)
Cbc0010I After 3461320 nodes, 48129 on tree, 6.6320296 best solution, best possible 0 (9203.67 seconds)
Cbc0010I After 3461448 nodes, 48156 on tree, 6.6320296 best solution, best possible 0 (9204.38 seconds)
Cbc0010I After 3461578 nodes, 48190 on tree, 6.6320296 best solution, best possible 0 (9205.08 seconds)
Cbc0010I After 3461696 nodes, 48223 on tree, 6.6320296 best solution, best possible 0 (9205.79 seconds)
Cbc0010I After 3461818 nodes, 48256 on tree, 6.6320296 best solution, best possible 0 (9206.50 seconds)
Cbc0010I After 3461950 nodes, 48286 on tree, 6.6320296 best solution, best possible 0 (9207.21 seconds)
Cbc0010I After 3462221 nodes, 48304 on tree, 6.6320296 best solution, best possible 0 (9207.92 seconds)
Cbc0010I After 3462523 nodes, 48293 on tree, 6.6320296 best solution, best possible 0 (9208.63 seconds)
Cbc0010I After 3462875 nodes, 48287 on tree, 6.6320296 best solution, best possible 0 (9209.33 seconds)
Cbc0010I After 3463128 nodes, 48290 on tree, 6.6320296 best solution, best possible 0 (9210.04 seconds)
Cbc0010I After 3463593 nodes, 48286 on tree, 6.6320296 best solution, best possible 0 (9210.74 seconds)
Cbc0010I After 3463931 nodes, 48272 on tree, 6.6320296 best solution, best possible 0 (9211.44 seconds)
Cbc0010I After 3464374 nodes, 48265 on tree, 6.6320296 best solution, best possible 0 (9212.15 seconds)
Cbc0010I After 3464730 nodes, 48237 on tree, 6.6320296 best solution, best possible 0 (9212.85 seconds)
Cbc0010I After 3465037 nodes, 48237 on tree, 6.6320296 best solution, best possible 0 (9213.55 seconds)
Cbc0010I After 3465438 nodes, 48235 on tree, 6.6320296 best solution, best possible 0 (9214.26 seconds)
Cbc0010I After 3465823 nodes, 48230 on tree, 6.6320296 best solution, best possible 0 (9214.96 seconds)
Cbc0010I After 3466259 nodes, 48220 on tree, 6.6320296 best solution, best possible 0 (9215.66 seconds)
Cbc0010I After 3466555 nodes, 48201 on tree, 6.6320296 best solution, best possible 0 (9216.37 seconds)
Cbc0010I After 3466857 nodes, 48200 on tree, 6.6320296 best solution, best possible 0 (9217.08 seconds)
Cbc0010I After 3467162 nodes, 48209 on tree, 6.6320296 best solution, best possible 0 (9217.78 seconds)
Cbc0010I After 3467484 nodes, 48177 on tree, 6.6320296 best solution, best possible 0 (9218.49 seconds)
Cbc0010I After 3467888 nodes, 48175 on tree, 6.6320296 best solution, best possible 0 (9219.19 seconds)
Cbc0010I After 3468254 nodes, 48154 on tree, 6.6320296 best solution, best possible 0 (9219.89 seconds)
Cbc0010I After 3468648 nodes, 48149 on tree, 6.6320296 best solution, best possible 0 (9220.60 seconds)
Cbc0010I After 3469194 nodes, 48161 on tree, 6.6320296 best solution, best possible 0 (9221.30 seconds)
Cbc0010I After 3469669 nodes, 48148 on tree, 6.6320296 best solution, best possible 0 (9222.01 seconds)
Cbc0010I After 3470014 nodes, 48144 on tree, 6.6320296 best solution, best possible 0 (9222.71 seconds)
Cbc0010I After 3470363 nodes, 48132 on tree, 6.6320296 best solution, best possible 0 (9223.42 seconds)
Cbc0010I After 3470859 nodes, 48108 on tree, 6.6320296 best solution, best possible 0 (9224.13 seconds)
Cbc0010I After 3471483 nodes, 48108 on tree, 6.6320296 best solution, best possible 0 (9224.83 seconds)
Cbc0010I After 3471876 nodes, 48108 on tree, 6.6320296 best solution, best possible 0 (9225.54 seconds)
Cbc0010I After 3472260 nodes, 48114 on tree, 6.6320296 best solution, best possible 0 (9226.24 seconds)
Cbc0010I After 3472688 nodes, 48111 on tree, 6.6320296 best solution, best possible 0 (9226.95 seconds)
Cbc0010I After 3473210 nodes, 48108 on tree, 6.6320296 best solution, best possible 0 (9227.65 seconds)
Cbc0010I After 3473541 nodes, 48080 on tree, 6.6320296 best solution, best possible 0 (9228.36 seconds)
Cbc0010I After 3473887 nodes, 48064 on tree, 6.6320296 best solution, best possible 0 (9229.06 seconds)
Cbc0010I After 3474162 nodes, 48069 on tree, 6.6320296 best solution, best possible 0 (9229.77 seconds)
Cbc0010I After 3474524 nodes, 48065 on tree, 6.6320296 best solution, best possible 0 (9230.47 seconds)
Cbc0010I After 3474850 nodes, 48069 on tree, 6.6320296 best solution, best possible 0 (9231.18 seconds)
Cbc0010I After 3475123 nodes, 48048 on tree, 6.6320296 best solution, best possible 0 (9231.88 seconds)
Cbc0010I After 3475510 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9232.58 seconds)
Cbc0010I After 3475914 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9233.29 seconds)
Cbc0010I After 3476211 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9234.00 seconds)
Cbc0010I After 3476542 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9234.70 seconds)
Cbc0010I After 3476840 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9235.41 seconds)
Cbc0010I After 3477039 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9236.12 seconds)
Cbc0010I After 3477230 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9236.82 seconds)
Cbc0010I After 3477435 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9237.53 seconds)
Cbc0010I After 3477656 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9238.23 seconds)
Cbc0010I After 3477889 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9238.95 seconds)
Cbc0010I After 3478126 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9239.65 seconds)
Cbc0010I After 3478351 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9240.36 seconds)
Cbc0010I After 3478584 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9241.07 seconds)
Cbc0010I After 3478781 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9241.77 seconds)
Cbc0010I After 3479024 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9242.47 seconds)
Cbc0010I After 3479212 nodes, 48042 on tree, 6.6320296 best solution, best possible 0 (9243.18 seconds)
Cbc0010I After 3479431 nodes, 48042 on tree, 6.6320296 best solution, best possible 0 (9243.88 seconds)
Cbc0010I After 3479669 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9244.59 seconds)
Cbc0010I After 3479970 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9245.29 seconds)
Cbc0010I After 3480233 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9245.99 seconds)
Cbc0010I After 3480490 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9246.70 seconds)
Cbc0010I After 3480760 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9247.41 seconds)
Cbc0010I After 3481047 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9248.11 seconds)
Cbc0010I After 3481321 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9248.82 seconds)
Cbc0010I After 3481588 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9249.52 seconds)
Cbc0010I After 3481845 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9250.22 seconds)
Cbc0010I After 3482104 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9250.93 seconds)
Cbc0010I After 3482454 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9251.63 seconds)
Cbc0010I After 3482795 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9252.34 seconds)
Cbc0010I After 3483140 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9253.04 seconds)
Cbc0010I After 3483404 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9253.74 seconds)
Cbc0010I After 3483772 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9254.45 seconds)
Cbc0010I After 3484068 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9255.16 seconds)
Cbc0010I After 3484376 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9255.86 seconds)
Cbc0010I After 3484660 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9256.57 seconds)
Cbc0010I After 3484962 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9257.27 seconds)
Cbc0010I After 3485257 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9257.98 seconds)
Cbc0010I After 3485581 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9258.68 seconds)
Cbc0010I After 3485818 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9259.39 seconds)
Cbc0010I After 3486060 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9260.09 seconds)
Cbc0010I After 3486254 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9260.79 seconds)
Cbc0010I After 3486518 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9261.50 seconds)
Cbc0010I After 3486830 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9262.21 seconds)
Cbc0010I After 3487181 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9262.91 seconds)
Cbc0010I After 3487518 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9263.61 seconds)
Cbc0010I After 3487756 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9264.32 seconds)
Cbc0010I After 3488035 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9265.02 seconds)
Cbc0010I After 3488345 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9265.73 seconds)
Cbc0010I After 3488590 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9266.43 seconds)
Cbc0010I After 3488830 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9267.14 seconds)
Cbc0010I After 3489104 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9267.84 seconds)
Cbc0010I After 3489346 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9268.55 seconds)
Cbc0010I After 3489578 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9269.25 seconds)
Cbc0010I After 3489773 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9269.96 seconds)
Cbc0010I After 3490046 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9270.66 seconds)
Cbc0010I After 3490340 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9271.37 seconds)
Cbc0010I After 3490606 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9272.07 seconds)
Cbc0010I After 3490859 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9272.78 seconds)
Cbc0010I After 3491087 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9273.48 seconds)
Cbc0010I After 3491348 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9274.19 seconds)
Cbc0010I After 3491640 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9274.89 seconds)
Cbc0010I After 3491952 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9275.60 seconds)
Cbc0010I After 3492253 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9276.30 seconds)
Cbc0010I After 3492518 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9277.01 seconds)
Cbc0010I After 3492737 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9277.71 seconds)
Cbc0010I After 3492960 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9278.42 seconds)
Cbc0010I After 3493221 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9279.12 seconds)
Cbc0010I After 3493444 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9279.82 seconds)
Cbc0010I After 3493695 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9280.53 seconds)
Cbc0010I After 3493935 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9281.23 seconds)
Cbc0010I After 3494203 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9281.93 seconds)
Cbc0010I After 3494452 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9282.64 seconds)
Cbc0010I After 3494730 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9283.34 seconds)
Cbc0010I After 3495004 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9284.05 seconds)
Cbc0010I After 3495296 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9284.75 seconds)
Cbc0010I After 3495614 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9285.46 seconds)
Cbc0010I After 3495878 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9286.17 seconds)
Cbc0010I After 3496194 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9286.87 seconds)
Cbc0010I After 3496608 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9287.58 seconds)
Cbc0010I After 3496910 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9288.28 seconds)
Cbc0010I After 3497186 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9288.99 seconds)
Cbc0010I After 3497490 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9289.69 seconds)
Cbc0010I After 3497806 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9290.40 seconds)
Cbc0010I After 3498099 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9291.10 seconds)
Cbc0010I After 3498401 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9291.81 seconds)
Cbc0010I After 3498723 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9292.51 seconds)
Cbc0010I After 3499112 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9293.22 seconds)
Cbc0010I After 3499443 nodes, 48044 on tree, 6.6320296 best solution, best possible 0 (9293.92 seconds)
Cbc0010I After 3499764 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9294.63 seconds)
Cbc0010I After 3500140 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9295.33 seconds)
Cbc0010I After 3500500 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9296.03 seconds)
Cbc0010I After 3500798 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9296.74 seconds)
Cbc0010I After 3501171 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9297.45 seconds)
Cbc0010I After 3501442 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9298.15 seconds)
Cbc0010I After 3501862 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9298.86 seconds)
Cbc0010I After 3502234 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9299.56 seconds)
Cbc0010I After 3502535 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9300.27 seconds)
Cbc0010I After 3502895 nodes, 48045 on tree, 6.6320296 best solution, best possible 0 (9300.97 seconds)
Cbc0010I After 3503259 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9301.68 seconds)
Cbc0010I After 3503560 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9302.38 seconds)
Cbc0010I After 3503857 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9303.09 seconds)
Cbc0010I After 3504227 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9303.80 seconds)
Cbc0010I After 3504552 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9304.50 seconds)
Cbc0010I After 3504877 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9305.21 seconds)
Cbc0010I After 3505207 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9305.91 seconds)
Cbc0010I After 3505543 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9306.61 seconds)
Cbc0010I After 3505980 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9307.32 seconds)
Cbc0010I After 3506418 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9308.03 seconds)
Cbc0010I After 3506925 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9308.73 seconds)
Cbc0010I After 3507315 nodes, 48043 on tree, 6.6320296 best solution, best possible 0 (9309.43 seconds)
Cbc0010I After 3507654 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9310.14 seconds)
Cbc0010I After 3508004 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9310.84 seconds)
Cbc0010I After 3508423 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9311.55 seconds)
Cbc0010I After 3508859 nodes, 48039 on tree, 6.6320296 best solution, best possible 0 (9312.25 seconds)
Cbc0010I After 3509255 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9312.96 seconds)
Cbc0010I After 3509586 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9313.66 seconds)
Cbc0010I After 3509982 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9314.36 seconds)
Cbc0010I After 3510336 nodes, 48048 on tree, 6.6320296 best solution, best possible 0 (9315.07 seconds)
Cbc0010I After 3510683 nodes, 48041 on tree, 6.6320296 best solution, best possible 0 (9315.77 seconds)
Cbc0010I After 3511037 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9316.48 seconds)
Cbc0010I After 3511345 nodes, 48040 on tree, 6.6320296 best solution, best possible 0 (9317.19 seconds)
Cbc0010I After 3511848 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9317.89 seconds)
Cbc0010I After 3512114 nodes, 48046 on tree, 6.6320296 best solution, best possible 0 (9318.59 seconds)
Cbc0010I After 3512686 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9319.30 seconds)
Cbc0010I After 3512962 nodes, 48038 on tree, 6.6320296 best solution, best possible 0 (9320.00 seconds)
Cbc0010I After 3513252 nodes, 48037 on tree, 6.6320296 best solution, best possible 0 (9320.71 seconds)
Cbc0010I After 3513540 nodes, 48036 on tree, 6.6320296 best solution, best possible 0 (9321.42 seconds)
Cbc0010I After 3513734 nodes, 48042 on tree, 6.6320296 best solution, best possible 0 (9322.12 seconds)
Cbc0010I After 3513942 nodes, 48035 on tree, 6.6320296 best solution, best possible 0 (9322.83 seconds)
