Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/liu.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/liu.txt -quit (default strategy 1)
At line 1 NAME           liu
At line 2 ROWS
At line 2182 COLUMNS
At line 7600 RHS
At line 8690 BOUNDS
At line 9780 ENDATA
Problem liu has 2178 rows, 1156 columns and 10626 elements
Coin0008I liu read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 346 - 0.13959 seconds
Cgl0004I processed model has 2178 rows, 1154 columns (1087 integer (1087 of which binary)) and 10626 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.041%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 371 integers unsatisfied sum - 6.88631
Cbc0038I Pass   1: suminf.    0.00000 (0) obj. 4720 iterations 421
Cbc0038I Solution found of 4720
Cbc0038I Relaxing continuous gives 4720
Cbc0038I Before mini branch and bound, 716 integers at bound fixed and 34 continuous
Cbc0038I Full problem 2178 rows 1154 columns, reduced to 666 rows 203 columns
Cbc0038I Mini branch and bound improved solution from 4720 to 4292 (1.86 seconds)
Cbc0038I Freeing continuous variables gives a solution of 4292
Cbc0038I Round again with cutoff of 3897.4
Cbc0038I Pass   2: suminf.    0.09795 (8) obj. 3897.4 iterations 9
Cbc0038I Pass   3: suminf.    0.02746 (3) obj. 3897.4 iterations 24
Cbc0038I Pass   4: suminf.    0.00412 (2) obj. 3897.4 iterations 9
Cbc0038I Pass   5: suminf.    0.01007 (2) obj. 3897.4 iterations 2
Cbc0038I Pass   6: suminf.    5.65254 (226) obj. 3897.4 iterations 642
Cbc0038I Pass   7: suminf.    4.72565 (202) obj. 3897.4 iterations 83
Cbc0038I Pass   8: suminf.    4.28459 (186) obj. 3897.4 iterations 90
Cbc0038I Pass   9: suminf.    3.24101 (155) obj. 3897.4 iterations 93
Cbc0038I Pass  10: suminf.    2.78709 (125) obj. 3897.4 iterations 121
Cbc0038I Pass  11: suminf.    2.09216 (78) obj. 3897.4 iterations 132
Cbc0038I Pass  12: suminf.    1.85163 (66) obj. 3897.4 iterations 65
Cbc0038I Pass  13: suminf.    1.74708 (65) obj. 3897.4 iterations 120
Cbc0038I Pass  14: suminf.    1.70683 (41) obj. 3897.4 iterations 95
Cbc0038I Pass  15: suminf.    1.78042 (57) obj. 3897.4 iterations 98
Cbc0038I Pass  16: suminf.    1.16933 (32) obj. 3897.4 iterations 98
Cbc0038I Pass  17: suminf.    1.65492 (58) obj. 3897.4 iterations 82
Cbc0038I Pass  18: suminf.    1.13813 (25) obj. 3897.4 iterations 95
Cbc0038I Pass  19: suminf.    1.39819 (44) obj. 3897.4 iterations 79
Cbc0038I Pass  20: suminf.    1.11979 (28) obj. 3897.4 iterations 79
Cbc0038I Pass  21: suminf.    0.97023 (32) obj. 3897.4 iterations 70
Cbc0038I Pass  22: suminf.    1.01095 (25) obj. 3897.4 iterations 62
Cbc0038I Pass  23: suminf.    1.03477 (27) obj. 3897.4 iterations 47
Cbc0038I Pass  24: suminf.    0.86068 (19) obj. 3897.4 iterations 53
Cbc0038I Pass  25: suminf.    0.68373 (21) obj. 3897.4 iterations 46
Cbc0038I Pass  26: suminf.    1.02953 (25) obj. 3897.4 iterations 60
Cbc0038I Pass  27: suminf.    0.72493 (17) obj. 3897.4 iterations 47
Cbc0038I Pass  28: suminf.    0.74137 (14) obj. 3897.4 iterations 36
Cbc0038I Pass  29: suminf.    0.62181 (11) obj. 3897.4 iterations 34
Cbc0038I Pass  30: suminf.    0.71469 (14) obj. 3897.4 iterations 29
Cbc0038I Pass  31: suminf.    0.61396 (15) obj. 3897.4 iterations 37
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 445 integers at bound fixed and 0 continuous
Cbc0038I Full problem 2178 rows 1154 columns, reduced to 2178 rows 709 columns - 6 fixed gives 2178, 703 - still too large
Cbc0038I Mini branch and bound did not improve solution (2.52 seconds)
Cbc0038I After 2.52 seconds - Feasibility pump exiting with objective of 4292 - took 1.31 seconds
Cbc0012I Integer solution of 4292 found by feasibility pump after 0 iterations and 0 nodes (2.53 seconds)
Cbc0038I Full problem 2178 rows 1154 columns, reduced to 2178 rows 438 columns - 5 fixed gives 2178, 433 - still too large
Cbc0031I 311 added rows had average density of 5.8938907
Cbc0013I At root node, 311 cuts changed objective from 346 to 560 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 445 row cuts average 5.1 elements, 0 column cuts (231 active)  in 0.049 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 437 row cuts average 8.0 elements, 0 column cuts (0 active)  in 0.384 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.021 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.043 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 793 row cuts average 3.5 elements, 0 column cuts (0 active)  in 0.124 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.055 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 626 row cuts average 5.2 elements, 0 column cuts (0 active)  in 0.433 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 4292 best solution, best possible 560 (6.20 seconds)
Cbc0010I After 207021 nodes, 21458 on tree, 1590 best solution, best possible 560 (7735.38 seconds)
Cbc0010I After 207054 nodes, 21456 on tree, 1590 best solution, best possible 560 (7736.09 seconds)
Cbc0010I After 207088 nodes, 21457 on tree, 1590 best solution, best possible 560 (7736.80 seconds)
Cbc0010I After 207122 nodes, 21459 on tree, 1590 best solution, best possible 560 (7737.50 seconds)
Cbc0010I After 207155 nodes, 21456 on tree, 1590 best solution, best possible 560 (7738.21 seconds)
Cbc0010I After 207191 nodes, 21459 on tree, 1590 best solution, best possible 560 (7738.93 seconds)
Cbc0010I After 207224 nodes, 21457 on tree, 1590 best solution, best possible 560 (7739.64 seconds)
Cbc0010I After 207260 nodes, 21458 on tree, 1590 best solution, best possible 560 (7740.36 seconds)
Cbc0010I After 207295 nodes, 21453 on tree, 1590 best solution, best possible 560 (7741.08 seconds)
Cbc0010I After 207333 nodes, 21456 on tree, 1590 best solution, best possible 560 (7741.79 seconds)
Cbc0010I After 207365 nodes, 21456 on tree, 1590 best solution, best possible 560 (7742.50 seconds)
Cbc0010I After 207399 nodes, 21455 on tree, 1590 best solution, best possible 560 (7743.20 seconds)
Cbc0010I After 207433 nodes, 21457 on tree, 1590 best solution, best possible 560 (7743.91 seconds)
Cbc0010I After 207467 nodes, 21456 on tree, 1590 best solution, best possible 560 (7744.63 seconds)
Cbc0010I After 207500 nodes, 21457 on tree, 1590 best solution, best possible 560 (7745.34 seconds)
Cbc0010I After 207534 nodes, 21455 on tree, 1590 best solution, best possible 560 (7746.05 seconds)
Cbc0010I After 207566 nodes, 21456 on tree, 1590 best solution, best possible 560 (7746.76 seconds)
Cbc0010I After 207599 nodes, 21456 on tree, 1590 best solution, best possible 560 (7747.48 seconds)
Cbc0010I After 207633 nodes, 21455 on tree, 1590 best solution, best possible 560 (7748.21 seconds)
Cbc0010I After 207668 nodes, 21454 on tree, 1590 best solution, best possible 560 (7748.93 seconds)
Cbc0010I After 207706 nodes, 21452 on tree, 1590 best solution, best possible 560 (7749.65 seconds)
Cbc0010I After 207741 nodes, 21456 on tree, 1590 best solution, best possible 560 (7750.35 seconds)
Cbc0010I After 207774 nodes, 21454 on tree, 1590 best solution, best possible 560 (7751.07 seconds)
Cbc0010I After 207808 nodes, 21455 on tree, 1590 best solution, best possible 560 (7751.78 seconds)
Cbc0010I After 207844 nodes, 21455 on tree, 1590 best solution, best possible 560 (7752.48 seconds)
Cbc0010I After 207882 nodes, 21456 on tree, 1590 best solution, best possible 560 (7753.19 seconds)
Cbc0010I After 207922 nodes, 21458 on tree, 1590 best solution, best possible 560 (7753.90 seconds)
Cbc0010I After 207957 nodes, 21457 on tree, 1590 best solution, best possible 560 (7754.63 seconds)
Cbc0010I After 207987 nodes, 21456 on tree, 1590 best solution, best possible 560 (7755.33 seconds)
Cbc0010I After 208017 nodes, 21455 on tree, 1590 best solution, best possible 560 (7756.04 seconds)
Cbc0010I After 208052 nodes, 21456 on tree, 1590 best solution, best possible 560 (7756.76 seconds)
Cbc0010I After 208089 nodes, 21458 on tree, 1590 best solution, best possible 560 (7757.47 seconds)
Cbc0010I After 208123 nodes, 21456 on tree, 1590 best solution, best possible 560 (7758.18 seconds)
Cbc0010I After 208161 nodes, 21455 on tree, 1590 best solution, best possible 560 (7758.91 seconds)
Cbc0010I After 208196 nodes, 21453 on tree, 1590 best solution, best possible 560 (7759.61 seconds)
Cbc0010I After 208234 nodes, 21453 on tree, 1590 best solution, best possible 560 (7760.32 seconds)
Cbc0010I After 208268 nodes, 21452 on tree, 1590 best solution, best possible 560 (7761.03 seconds)
Cbc0010I After 208302 nodes, 21458 on tree, 1590 best solution, best possible 560 (7761.73 seconds)
Cbc0010I After 208335 nodes, 21457 on tree, 1590 best solution, best possible 560 (7762.44 seconds)
Cbc0010I After 208370 nodes, 21457 on tree, 1590 best solution, best possible 560 (7763.15 seconds)
Cbc0010I After 208405 nodes, 21456 on tree, 1590 best solution, best possible 560 (7763.86 seconds)
Cbc0010I After 208438 nodes, 21457 on tree, 1590 best solution, best possible 560 (7764.56 seconds)
Cbc0010I After 208471 nodes, 21455 on tree, 1590 best solution, best possible 560 (7765.27 seconds)
Cbc0010I After 208505 nodes, 21455 on tree, 1590 best solution, best possible 560 (7765.98 seconds)
Cbc0010I After 208542 nodes, 21456 on tree, 1590 best solution, best possible 560 (7766.70 seconds)
Cbc0010I After 208580 nodes, 21451 on tree, 1590 best solution, best possible 560 (7767.41 seconds)
Cbc0010I After 208618 nodes, 21456 on tree, 1590 best solution, best possible 560 (7768.11 seconds)
Cbc0010I After 208652 nodes, 21456 on tree, 1590 best solution, best possible 560 (7768.83 seconds)
Cbc0010I After 208684 nodes, 21456 on tree, 1590 best solution, best possible 560 (7769.53 seconds)
Cbc0010I After 208714 nodes, 21456 on tree, 1590 best solution, best possible 560 (7770.24 seconds)
Cbc0010I After 208743 nodes, 21454 on tree, 1590 best solution, best possible 560 (7770.96 seconds)
Cbc0010I After 208769 nodes, 21453 on tree, 1590 best solution, best possible 560 (7771.66 seconds)
Cbc0010I After 208805 nodes, 21451 on tree, 1590 best solution, best possible 560 (7772.38 seconds)
Cbc0010I After 208836 nodes, 21455 on tree, 1590 best solution, best possible 560 (7773.13 seconds)
Cbc0010I After 208860 nodes, 21452 on tree, 1590 best solution, best possible 560 (7773.83 seconds)
Cbc0010I After 208885 nodes, 21455 on tree, 1590 best solution, best possible 560 (7774.55 seconds)
Cbc0010I After 208918 nodes, 21456 on tree, 1590 best solution, best possible 560 (7775.26 seconds)
Cbc0010I After 208948 nodes, 21455 on tree, 1590 best solution, best possible 560 (7775.97 seconds)
Cbc0010I After 208979 nodes, 21453 on tree, 1590 best solution, best possible 560 (7776.68 seconds)
Cbc0010I After 209008 nodes, 21452 on tree, 1590 best solution, best possible 560 (7777.39 seconds)
Cbc0010I After 209040 nodes, 21457 on tree, 1590 best solution, best possible 560 (7778.10 seconds)
Cbc0010I After 209069 nodes, 21457 on tree, 1590 best solution, best possible 560 (7778.82 seconds)
Cbc0010I After 209098 nodes, 21456 on tree, 1590 best solution, best possible 560 (7779.54 seconds)
Cbc0010I After 209127 nodes, 21453 on tree, 1590 best solution, best possible 560 (7780.25 seconds)
Cbc0010I After 209157 nodes, 21455 on tree, 1590 best solution, best possible 560 (7780.98 seconds)
Cbc0010I After 209188 nodes, 21454 on tree, 1590 best solution, best possible 560 (7781.70 seconds)
Cbc0010I After 209219 nodes, 21453 on tree, 1590 best solution, best possible 560 (7782.40 seconds)
Cbc0010I After 209255 nodes, 21450 on tree, 1590 best solution, best possible 560 (7783.11 seconds)
Cbc0010I After 209284 nodes, 21453 on tree, 1590 best solution, best possible 560 (7783.81 seconds)
Cbc0010I After 209309 nodes, 21451 on tree, 1590 best solution, best possible 560 (7784.54 seconds)
Cbc0010I After 209339 nodes, 21453 on tree, 1590 best solution, best possible 560 (7785.26 seconds)
Cbc0010I After 209369 nodes, 21453 on tree, 1590 best solution, best possible 560 (7785.97 seconds)
Cbc0010I After 209399 nodes, 21452 on tree, 1590 best solution, best possible 560 (7786.68 seconds)
Cbc0010I After 209430 nodes, 21451 on tree, 1590 best solution, best possible 560 (7787.38 seconds)
Cbc0010I After 209464 nodes, 21453 on tree, 1590 best solution, best possible 560 (7788.10 seconds)
Cbc0010I After 209497 nodes, 21454 on tree, 1590 best solution, best possible 560 (7788.81 seconds)
Cbc0010I After 209530 nodes, 21451 on tree, 1590 best solution, best possible 560 (7789.52 seconds)
Cbc0010I After 209563 nodes, 21453 on tree, 1590 best solution, best possible 560 (7790.23 seconds)
Cbc0010I After 209594 nodes, 21452 on tree, 1590 best solution, best possible 560 (7790.94 seconds)
Cbc0010I After 209629 nodes, 21452 on tree, 1590 best solution, best possible 560 (7791.65 seconds)
Cbc0010I After 209660 nodes, 21451 on tree, 1590 best solution, best possible 560 (7792.35 seconds)
Cbc0010I After 209690 nodes, 21454 on tree, 1590 best solution, best possible 560 (7793.06 seconds)
Cbc0010I After 209726 nodes, 21458 on tree, 1590 best solution, best possible 560 (7793.77 seconds)
Cbc0010I After 209761 nodes, 21456 on tree, 1590 best solution, best possible 560 (7794.48 seconds)
Cbc0010I After 209795 nodes, 21454 on tree, 1590 best solution, best possible 560 (7795.20 seconds)
Cbc0010I After 209832 nodes, 21456 on tree, 1590 best solution, best possible 560 (7795.92 seconds)
Cbc0010I After 209867 nodes, 21457 on tree, 1590 best solution, best possible 560 (7796.64 seconds)
Cbc0010I After 209898 nodes, 21455 on tree, 1590 best solution, best possible 560 (7797.34 seconds)
Cbc0010I After 209932 nodes, 21455 on tree, 1590 best solution, best possible 560 (7798.05 seconds)
Cbc0010I After 209969 nodes, 21459 on tree, 1590 best solution, best possible 560 (7798.77 seconds)
Cbc0010I After 210002 nodes, 21457 on tree, 1590 best solution, best possible 560 (7799.48 seconds)
Cbc0010I After 210035 nodes, 21454 on tree, 1590 best solution, best possible 560 (7800.19 seconds)
Cbc0010I After 210070 nodes, 21453 on tree, 1590 best solution, best possible 560 (7800.90 seconds)
Cbc0010I After 210105 nodes, 21456 on tree, 1590 best solution, best possible 560 (7801.61 seconds)
Cbc0010I After 210140 nodes, 21455 on tree, 1590 best solution, best possible 560 (7802.32 seconds)
Cbc0010I After 210175 nodes, 21454 on tree, 1590 best solution, best possible 560 (7803.03 seconds)
Cbc0010I After 210211 nodes, 21453 on tree, 1590 best solution, best possible 560 (7803.73 seconds)
Cbc0010I After 210243 nodes, 21455 on tree, 1590 best solution, best possible 560 (7804.45 seconds)
Cbc0010I After 210276 nodes, 21454 on tree, 1590 best solution, best possible 560 (7805.17 seconds)
Cbc0010I After 210309 nodes, 21453 on tree, 1590 best solution, best possible 560 (7805.89 seconds)
Cbc0010I After 210341 nodes, 21453 on tree, 1590 best solution, best possible 560 (7806.62 seconds)
Cbc0010I After 210378 nodes, 21453 on tree, 1590 best solution, best possible 560 (7807.33 seconds)
Cbc0010I After 210409 nodes, 21450 on tree, 1590 best solution, best possible 560 (7808.05 seconds)
Cbc0010I After 210444 nodes, 21460 on tree, 1590 best solution, best possible 560 (7808.76 seconds)
Cbc0010I After 210476 nodes, 21459 on tree, 1590 best solution, best possible 560 (7809.49 seconds)
Cbc0010I After 210506 nodes, 21462 on tree, 1590 best solution, best possible 560 (7810.21 seconds)
Cbc0010I After 210539 nodes, 21460 on tree, 1590 best solution, best possible 560 (7810.92 seconds)
Cbc0010I After 210569 nodes, 21461 on tree, 1590 best solution, best possible 560 (7811.62 seconds)
Cbc0010I After 210603 nodes, 21463 on tree, 1590 best solution, best possible 560 (7812.34 seconds)
Cbc0010I After 210631 nodes, 21460 on tree, 1590 best solution, best possible 560 (7813.05 seconds)
Cbc0010I After 210662 nodes, 21458 on tree, 1590 best solution, best possible 560 (7813.76 seconds)
Cbc0010I After 210690 nodes, 21457 on tree, 1590 best solution, best possible 560 (7814.47 seconds)
Cbc0010I After 210721 nodes, 21456 on tree, 1590 best solution, best possible 560 (7815.18 seconds)
Cbc0010I After 210750 nodes, 21452 on tree, 1590 best solution, best possible 560 (7815.91 seconds)
Cbc0010I After 210785 nodes, 21449 on tree, 1590 best solution, best possible 560 (7816.63 seconds)
Cbc0010I After 210824 nodes, 21447 on tree, 1590 best solution, best possible 560 (7817.33 seconds)
Cbc0010I After 210864 nodes, 21449 on tree, 1590 best solution, best possible 560 (7818.05 seconds)
Cbc0010I After 210900 nodes, 21448 on tree, 1590 best solution, best possible 560 (7818.77 seconds)
Cbc0010I After 210929 nodes, 21448 on tree, 1590 best solution, best possible 560 (7819.48 seconds)
Cbc0010I After 210967 nodes, 21453 on tree, 1590 best solution, best possible 560 (7820.18 seconds)
Cbc0010I After 211004 nodes, 21452 on tree, 1590 best solution, best possible 560 (7820.90 seconds)
Cbc0010I After 211039 nodes, 21454 on tree, 1590 best solution, best possible 560 (7821.61 seconds)
Cbc0010I After 211074 nodes, 21458 on tree, 1590 best solution, best possible 560 (7822.32 seconds)
Cbc0010I After 211110 nodes, 21456 on tree, 1590 best solution, best possible 560 (7823.03 seconds)
Cbc0010I After 211147 nodes, 21455 on tree, 1590 best solution, best possible 560 (7823.74 seconds)
Cbc0010I After 211181 nodes, 21452 on tree, 1590 best solution, best possible 560 (7824.45 seconds)
Cbc0010I After 211218 nodes, 21453 on tree, 1590 best solution, best possible 560 (7825.16 seconds)
Cbc0010I After 211251 nodes, 21451 on tree, 1590 best solution, best possible 560 (7825.87 seconds)
Cbc0010I After 211286 nodes, 21454 on tree, 1590 best solution, best possible 560 (7826.57 seconds)
Cbc0010I After 211319 nodes, 21450 on tree, 1590 best solution, best possible 560 (7827.28 seconds)
Cbc0010I After 211355 nodes, 21454 on tree, 1590 best solution, best possible 560 (7827.99 seconds)
Cbc0010I After 211389 nodes, 21452 on tree, 1590 best solution, best possible 560 (7828.69 seconds)
Cbc0010I After 211424 nodes, 21450 on tree, 1590 best solution, best possible 560 (7829.41 seconds)
Cbc0010I After 211461 nodes, 21452 on tree, 1590 best solution, best possible 560 (7830.11 seconds)
Cbc0010I After 211498 nodes, 21452 on tree, 1590 best solution, best possible 560 (7830.84 seconds)
Cbc0010I After 211538 nodes, 21450 on tree, 1590 best solution, best possible 560 (7831.54 seconds)
Cbc0010I After 211574 nodes, 21450 on tree, 1590 best solution, best possible 560 (7832.26 seconds)
Cbc0010I After 211612 nodes, 21451 on tree, 1590 best solution, best possible 560 (7832.97 seconds)
Cbc0010I After 211648 nodes, 21448 on tree, 1590 best solution, best possible 560 (7833.69 seconds)
Cbc0010I After 211682 nodes, 21450 on tree, 1590 best solution, best possible 560 (7834.39 seconds)
Cbc0010I After 211716 nodes, 21448 on tree, 1590 best solution, best possible 560 (7835.10 seconds)
Cbc0010I After 211749 nodes, 21453 on tree, 1590 best solution, best possible 560 (7835.83 seconds)
Cbc0010I After 211784 nodes, 21452 on tree, 1590 best solution, best possible 560 (7836.55 seconds)
Cbc0010I After 211815 nodes, 21452 on tree, 1590 best solution, best possible 560 (7837.27 seconds)
Cbc0010I After 211847 nodes, 21450 on tree, 1590 best solution, best possible 560 (7837.98 seconds)
Cbc0010I After 211880 nodes, 21451 on tree, 1590 best solution, best possible 560 (7838.69 seconds)
Cbc0010I After 211912 nodes, 21451 on tree, 1590 best solution, best possible 560 (7839.41 seconds)
Cbc0010I After 211944 nodes, 21450 on tree, 1590 best solution, best possible 560 (7840.11 seconds)
Cbc0010I After 211978 nodes, 21450 on tree, 1590 best solution, best possible 560 (7840.82 seconds)
Cbc0010I After 212012 nodes, 21450 on tree, 1590 best solution, best possible 560 (7841.55 seconds)
Cbc0010I After 212047 nodes, 21451 on tree, 1590 best solution, best possible 560 (7842.28 seconds)
Cbc0010I After 212078 nodes, 21449 on tree, 1590 best solution, best possible 560 (7842.99 seconds)
Cbc0010I After 212111 nodes, 21450 on tree, 1590 best solution, best possible 560 (7843.70 seconds)
Cbc0010I After 212143 nodes, 21450 on tree, 1590 best solution, best possible 560 (7844.41 seconds)
Cbc0010I After 212176 nodes, 21448 on tree, 1590 best solution, best possible 560 (7845.14 seconds)
Cbc0010I After 212213 nodes, 21455 on tree, 1590 best solution, best possible 560 (7845.86 seconds)
Cbc0010I After 212249 nodes, 21453 on tree, 1590 best solution, best possible 560 (7846.57 seconds)
Cbc0010I After 212286 nodes, 21453 on tree, 1590 best solution, best possible 560 (7847.28 seconds)
Cbc0010I After 212322 nodes, 21452 on tree, 1590 best solution, best possible 560 (7847.98 seconds)
Cbc0010I After 212357 nodes, 21452 on tree, 1590 best solution, best possible 560 (7848.69 seconds)
Cbc0010I After 212389 nodes, 21452 on tree, 1590 best solution, best possible 560 (7849.41 seconds)
Cbc0010I After 212421 nodes, 21451 on tree, 1590 best solution, best possible 560 (7850.12 seconds)
Cbc0010I After 212453 nodes, 21451 on tree, 1590 best solution, best possible 560 (7850.83 seconds)
Cbc0010I After 212488 nodes, 21450 on tree, 1590 best solution, best possible 560 (7851.55 seconds)
Cbc0010I After 212524 nodes, 21451 on tree, 1590 best solution, best possible 560 (7852.26 seconds)
Cbc0010I After 212560 nodes, 21451 on tree, 1590 best solution, best possible 560 (7852.97 seconds)
Cbc0010I After 212597 nodes, 21452 on tree, 1590 best solution, best possible 560 (7853.69 seconds)
Cbc0010I After 212633 nodes, 21452 on tree, 1590 best solution, best possible 560 (7854.40 seconds)
Cbc0010I After 212669 nodes, 21452 on tree, 1590 best solution, best possible 560 (7855.10 seconds)
Cbc0010I After 212702 nodes, 21450 on tree, 1590 best solution, best possible 560 (7855.82 seconds)
Cbc0010I After 212733 nodes, 21451 on tree, 1590 best solution, best possible 560 (7856.53 seconds)
Cbc0010I After 212767 nodes, 21450 on tree, 1590 best solution, best possible 560 (7857.25 seconds)
Cbc0010I After 212802 nodes, 21449 on tree, 1590 best solution, best possible 560 (7857.96 seconds)
Cbc0010I After 212837 nodes, 21452 on tree, 1590 best solution, best possible 560 (7858.67 seconds)
Cbc0010I After 212871 nodes, 21451 on tree, 1590 best solution, best possible 560 (7859.37 seconds)
Cbc0010I After 212907 nodes, 21451 on tree, 1590 best solution, best possible 560 (7860.09 seconds)
Cbc0010I After 212944 nodes, 21452 on tree, 1590 best solution, best possible 560 (7860.81 seconds)
Cbc0010I After 212977 nodes, 21451 on tree, 1590 best solution, best possible 560 (7861.51 seconds)
Cbc0010I After 213010 nodes, 21450 on tree, 1590 best solution, best possible 560 (7862.23 seconds)
Cbc0010I After 213044 nodes, 21451 on tree, 1590 best solution, best possible 560 (7862.93 seconds)
Cbc0010I After 213080 nodes, 21448 on tree, 1590 best solution, best possible 560 (7863.65 seconds)
Cbc0010I After 213117 nodes, 21449 on tree, 1590 best solution, best possible 560 (7864.37 seconds)
Cbc0010I After 213152 nodes, 21451 on tree, 1590 best solution, best possible 560 (7865.07 seconds)
Cbc0010I After 213188 nodes, 21449 on tree, 1590 best solution, best possible 560 (7865.78 seconds)
Cbc0010I After 213223 nodes, 21449 on tree, 1590 best solution, best possible 560 (7866.48 seconds)
Cbc0010I After 213260 nodes, 21451 on tree, 1590 best solution, best possible 560 (7867.19 seconds)
Cbc0010I After 213292 nodes, 21448 on tree, 1590 best solution, best possible 560 (7867.91 seconds)
Cbc0010I After 213326 nodes, 21449 on tree, 1590 best solution, best possible 560 (7868.62 seconds)
Cbc0010I After 213361 nodes, 21451 on tree, 1590 best solution, best possible 560 (7869.33 seconds)
Cbc0010I After 213396 nodes, 21448 on tree, 1590 best solution, best possible 560 (7870.05 seconds)
Cbc0010I After 213433 nodes, 21447 on tree, 1590 best solution, best possible 560 (7870.76 seconds)
Cbc0010I After 213465 nodes, 21453 on tree, 1590 best solution, best possible 560 (7871.46 seconds)
Cbc0010I After 213498 nodes, 21450 on tree, 1590 best solution, best possible 560 (7872.19 seconds)
Cbc0010I After 213531 nodes, 21451 on tree, 1590 best solution, best possible 560 (7872.90 seconds)
Cbc0010I After 213565 nodes, 21452 on tree, 1590 best solution, best possible 560 (7873.61 seconds)
Cbc0010I After 213597 nodes, 21452 on tree, 1590 best solution, best possible 560 (7874.31 seconds)
Cbc0010I After 213633 nodes, 21456 on tree, 1590 best solution, best possible 560 (7875.01 seconds)
Cbc0010I After 213668 nodes, 21454 on tree, 1590 best solution, best possible 560 (7875.71 seconds)
Cbc0010I After 213704 nodes, 21455 on tree, 1590 best solution, best possible 560 (7876.43 seconds)
Cbc0010I After 213739 nodes, 21453 on tree, 1590 best solution, best possible 560 (7877.14 seconds)
Cbc0010I After 213775 nodes, 21454 on tree, 1590 best solution, best possible 560 (7877.86 seconds)
Cbc0010I After 213810 nodes, 21452 on tree, 1590 best solution, best possible 560 (7878.56 seconds)
Cbc0010I After 213846 nodes, 21452 on tree, 1590 best solution, best possible 560 (7879.27 seconds)
Cbc0010I After 213885 nodes, 21449 on tree, 1590 best solution, best possible 560 (7879.97 seconds)
Cbc0010I After 213919 nodes, 21451 on tree, 1590 best solution, best possible 560 (7880.69 seconds)
Cbc0010I After 213952 nodes, 21450 on tree, 1590 best solution, best possible 560 (7881.39 seconds)
Cbc0010I After 213988 nodes, 21452 on tree, 1590 best solution, best possible 560 (7882.11 seconds)
Cbc0010I After 214024 nodes, 21452 on tree, 1590 best solution, best possible 560 (7882.84 seconds)
Cbc0010I After 214064 nodes, 21451 on tree, 1590 best solution, best possible 560 (7883.54 seconds)
Cbc0010I After 214098 nodes, 21452 on tree, 1590 best solution, best possible 560 (7884.26 seconds)
Cbc0010I After 214134 nodes, 21451 on tree, 1590 best solution, best possible 560 (7884.98 seconds)
Cbc0010I After 214170 nodes, 21451 on tree, 1590 best solution, best possible 560 (7885.69 seconds)
Cbc0010I After 214205 nodes, 21451 on tree, 1590 best solution, best possible 560 (7886.40 seconds)
Cbc0010I After 214236 nodes, 21446 on tree, 1590 best solution, best possible 560 (7887.11 seconds)
Cbc0010I After 214266 nodes, 21446 on tree, 1590 best solution, best possible 560 (7887.83 seconds)
Cbc0010I After 214299 nodes, 21449 on tree, 1590 best solution, best possible 560 (7888.56 seconds)
Cbc0010I After 214335 nodes, 21449 on tree, 1590 best solution, best possible 560 (7889.27 seconds)
Cbc0010I After 214370 nodes, 21448 on tree, 1590 best solution, best possible 560 (7889.99 seconds)
Cbc0010I After 214405 nodes, 21451 on tree, 1590 best solution, best possible 560 (7890.72 seconds)
Cbc0010I After 214440 nodes, 21452 on tree, 1590 best solution, best possible 560 (7891.43 seconds)
Cbc0010I After 214476 nodes, 21451 on tree, 1590 best solution, best possible 560 (7892.14 seconds)
Cbc0010I After 214506 nodes, 21449 on tree, 1590 best solution, best possible 560 (7892.85 seconds)
Cbc0010I After 214535 nodes, 21447 on tree, 1590 best solution, best possible 560 (7893.57 seconds)
Cbc0010I After 214569 nodes, 21447 on tree, 1590 best solution, best possible 560 (7894.30 seconds)
